UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1474911319,9/26/2016 12:00:00 AM,07:35:19,144.69,50,30.43,93,122.94,6.75,06:12:00,18:15:00
1474911021,9/26/2016 12:00:00 AM,07:30:21,102.42,50,30.43,91,142.96,12.37,06:12:00,18:15:00
1474910725,9/26/2016 12:00:00 AM,07:25:25,87.87,50,30.43,90,128.05,9,06:12:00,18:15:00
1474910425,9/26/2016 12:00:00 AM,07:20:25,90.67,50,30.43,87,138.73,7.87,06:12:00,18:15:00
1474910123,9/26/2016 12:00:00 AM,07:15:23,57.54,49,30.43,86,155.19,4.5,06:12:00,18:15:00
1474909821,9/26/2016 12:00:00 AM,07:10:21,196.35,49,30.43,88,117.95,4.5,06:12:00,18:15:00
1474909520,9/26/2016 12:00:00 AM,07:05:20,21.82,48,30.43,90,173.65,4.5,06:12:00,18:15:00
1474909218,9/26/2016 12:00:00 AM,07:00:18,20.13,48,30.43,91,137.57,7.87,06:12:00,18:15:00
1474908920,9/26/2016 12:00:00 AM,06:55:20,19.27,48,30.43,91,82.6,9,06:12:00,18:15:00
1474908618,9/26/2016 12:00:00 AM,06:50:18,18.41,48,30.43,92,191.87,5.62,06:12:00,18:15:00
1474908320,9/26/2016 12:00:00 AM,06:45:20,17.71,48,30.43,92,143.43,9,06:12:00,18:15:00
1474908021,9/26/2016 12:00:00 AM,06:40:21,16.24,48,30.43,91,108.21,7.87,06:12:00,18:15:00
1474907721,9/26/2016 12:00:00 AM,06:35:21,14.94,48,30.43,90,148.32,5.62,06:12:00,18:15:00
1474907422,9/26/2016 12:00:00 AM,06:30:22,13.67,47,30.42,90,102.68,4.5,06:12:00,18:15:00
1474907123,9/26/2016 12:00:00 AM,06:25:23,11.69,47,30.42,92,137.64,9,06:12:00,18:15:00
1474906820,9/26/2016 12:00:00 AM,06:20:20,9.61,47,30.42,93,173.3,3.37,06:12:00,18:15:00
1474906521,9/26/2016 12:00:00 AM,06:15:21,7.41,47,30.42,95,178.08,10.12,06:12:00,18:15:00
1474906222,9/26/2016 12:00:00 AM,06:10:22,5.17,46,30.42,96,158.52,10.12,06:12:00,18:15:00
1474905923,9/26/2016 12:00:00 AM,06:05:23,3.27,46,30.42,96,155.62,11.25,06:12:00,18:15:00
1474905619,9/26/2016 12:00:00 AM,06:00:19,1.76,46,30.42,96,150.39,12.37,06:12:00,18:15:00
1474905319,9/26/2016 12:00:00 AM,05:55:19,1.26,47,30.42,96,176.76,11.25,06:12:00,18:15:00
1474905021,9/26/2016 12:00:00 AM,05:50:21,1.25,47,30.42,96,171.21,9,06:12:00,18:15:00
1474904721,9/26/2016 12:00:00 AM,05:45:21,1.18,47,30.42,96,159.35,10.12,06:12:00,18:15:00
1474904418,9/26/2016 12:00:00 AM,05:40:18,1.2,47,30.42,96,120.85,9,06:12:00,18:15:00
1474904123,9/26/2016 12:00:00 AM,05:35:23,1.23,47,30.42,95,144.56,7.87,06:12:00,18:15:00
1474903820,9/26/2016 12:00:00 AM,05:30:20,1.2,47,30.42,93,151.67,10.12,06:12:00,18:15:00
1474903524,9/26/2016 12:00:00 AM,05:25:24,1.22,46,30.41,91,168.61,9,06:12:00,18:15:00
1474903222,9/26/2016 12:00:00 AM,05:20:22,1.25,46,30.41,90,175.02,9,06:12:00,18:15:00
1474902922,9/26/2016 12:00:00 AM,05:15:22,1.24,46,30.41,87,161.02,10.12,06:12:00,18:15:00
1474902621,9/26/2016 12:00:00 AM,05:10:21,1.2,46,30.41,82,173.14,4.5,06:12:00,18:15:00
1474902326,9/26/2016 12:00:00 AM,05:05:26,1.23,46,30.41,71,187.7,9,06:12:00,18:15:00
1474902019,9/26/2016 12:00:00 AM,05:00:19,1.21,46,30.41,69,152.08,11.25,06:12:00,18:15:00
1474901723,9/26/2016 12:00:00 AM,04:55:23,1.21,46,30.41,66,171.63,9,06:12:00,18:15:00
1474901422,9/26/2016 12:00:00 AM,04:50:22,1.22,46,30.41,65,151.29,9,06:12:00,18:15:00
1474901124,9/26/2016 12:00:00 AM,04:45:24,1.22,45,30.41,59,158.8,11.25,06:12:00,18:15:00
1474900822,9/26/2016 12:00:00 AM,04:40:22,1.21,45,30.41,58,165.1,6.75,06:12:00,18:15:00
1474900523,9/26/2016 12:00:00 AM,04:35:23,1.2,45,30.41,59,171.01,7.87,06:12:00,18:15:00
1474900223,9/26/2016 12:00:00 AM,04:30:23,1.22,45,30.41,61,179.86,6.75,06:12:00,18:15:00
1474899921,9/26/2016 12:00:00 AM,04:25:21,1.23,45,30.41,61,150.18,10.12,06:12:00,18:15:00
1474899623,9/26/2016 12:00:00 AM,04:20:23,1.24,45,30.41,61,149.71,7.87,06:12:00,18:15:00
1474899325,9/26/2016 12:00:00 AM,04:15:25,1.23,45,30.41,59,134.48,7.87,06:12:00,18:15:00
1474899023,9/26/2016 12:00:00 AM,04:10:23,1.24,45,30.41,58,163.97,6.75,06:12:00,18:15:00
1474898720,9/26/2016 12:00:00 AM,04:05:20,1.25,45,30.41,57,149.76,10.12,06:12:00,18:15:00
1474898125,9/26/2016 12:00:00 AM,03:55:25,1.2,45,30.41,58,182.89,4.5,06:12:00,18:15:00
1474897823,9/26/2016 12:00:00 AM,03:50:23,1.22,45,30.41,60,173.61,5.62,06:12:00,18:15:00
1474897525,9/26/2016 12:00:00 AM,03:45:25,1.21,45,30.41,63,150.28,7.87,06:12:00,18:15:00
1474897222,9/26/2016 12:00:00 AM,03:40:22,1.23,45,30.41,64,144.59,11.25,06:12:00,18:15:00
1474896919,9/26/2016 12:00:00 AM,03:35:19,1.24,45,30.41,66,185.57,10.12,06:12:00,18:15:00
1474896623,9/26/2016 12:00:00 AM,03:30:23,1.24,45,30.41,68,145.23,10.12,06:12:00,18:15:00
1474896325,9/26/2016 12:00:00 AM,03:25:25,1.23,45,30.41,68,151.89,10.12,06:12:00,18:15:00
1474896024,9/26/2016 12:00:00 AM,03:20:24,1.21,45,30.41,68,123.99,4.5,06:12:00,18:15:00
1474895720,9/26/2016 12:00:00 AM,03:15:20,1.21,45,30.41,69,157.65,9,06:12:00,18:15:00
1474895424,9/26/2016 12:00:00 AM,03:10:24,1.21,45,30.41,71,166.09,5.62,06:12:00,18:15:00
1474895121,9/26/2016 12:00:00 AM,03:05:21,1.24,45,30.41,72,139.19,5.62,06:12:00,18:15:00
1474894818,9/26/2016 12:00:00 AM,03:00:18,1.24,45,30.41,69,155.9,7.87,06:12:00,18:15:00
1474894524,9/26/2016 12:00:00 AM,02:55:24,1.2,46,30.42,74,155.65,6.75,06:12:00,18:15:00
1474894221,9/26/2016 12:00:00 AM,02:50:21,1.2,46,30.42,74,165.45,5.62,06:12:00,18:15:00
1474893923,9/26/2016 12:00:00 AM,02:45:23,1.22,46,30.42,70,165.05,9,06:12:00,18:15:00
1474893621,9/26/2016 12:00:00 AM,02:40:21,1.22,46,30.42,65,158.7,10.12,06:12:00,18:15:00
1474893321,9/26/2016 12:00:00 AM,02:35:21,1.19,46,30.42,67,144.08,6.75,06:12:00,18:15:00
1474893020,9/26/2016 12:00:00 AM,02:30:20,1.22,46,30.42,62,201.82,4.5,06:12:00,18:15:00
1474892724,9/26/2016 12:00:00 AM,02:25:24,1.22,46,30.42,57,141.08,10.12,06:12:00,18:15:00
1474892423,9/26/2016 12:00:00 AM,02:20:23,1.21,46,30.42,55,178.28,6.75,06:12:00,18:15:00
1474892118,9/26/2016 12:00:00 AM,02:15:18,1.22,46,30.42,57,149.59,3.37,06:12:00,18:15:00
1474891826,9/26/2016 12:00:00 AM,02:10:26,1.22,46,30.42,56,138.41,2.25,06:12:00,18:15:00
1474891521,9/26/2016 12:00:00 AM,02:05:21,1.23,45,30.42,56,149.81,6.75,06:12:00,18:15:00
1474891219,9/26/2016 12:00:00 AM,02:00:19,1.22,45,30.42,54,158.9,4.5,06:12:00,18:15:00
1474890929,9/26/2016 12:00:00 AM,01:55:29,1.21,45,30.42,57,169.34,6.75,06:12:00,18:15:00
1474890625,9/26/2016 12:00:00 AM,01:50:25,1.25,46,30.43,59,136.94,6.75,06:12:00,18:15:00
1474890318,9/26/2016 12:00:00 AM,01:45:18,1.22,46,30.43,61,174.17,6.75,06:12:00,18:15:00
1474890022,9/26/2016 12:00:00 AM,01:40:22,1.23,46,30.43,58,154.77,5.62,06:12:00,18:15:00
1474889719,9/26/2016 12:00:00 AM,01:35:19,1.21,46,30.43,59,143.32,6.75,06:12:00,18:15:00
1474889421,9/26/2016 12:00:00 AM,01:30:21,1.25,46,30.44,53,158.93,6.75,06:12:00,18:15:00
1474889129,9/26/2016 12:00:00 AM,01:25:29,1.25,46,30.44,53,157.02,6.75,06:12:00,18:15:00
1474888821,9/26/2016 12:00:00 AM,01:20:21,1.23,46,30.44,55,178.04,5.62,06:12:00,18:15:00
1474888520,9/26/2016 12:00:00 AM,01:15:20,1.23,46,30.44,56,184.96,5.62,06:12:00,18:15:00
1474888221,9/26/2016 12:00:00 AM,01:10:21,1.21,46,30.44,57,156.78,7.87,06:12:00,18:15:00
1474887926,9/26/2016 12:00:00 AM,01:05:26,1.22,46,30.44,57,149.18,6.75,06:12:00,18:15:00
1474887323,9/26/2016 12:00:00 AM,00:55:23,1.18,47,30.44,54,99,2.25,06:12:00,18:15:00
1474887020,9/26/2016 12:00:00 AM,00:50:20,1.25,47,30.44,56,99.23,7.87,06:12:00,18:15:00
1474886718,9/26/2016 12:00:00 AM,00:45:18,1.2,47,30.44,55,143.78,3.37,06:12:00,18:15:00
1474886419,9/26/2016 12:00:00 AM,00:40:19,1.25,48,30.44,50,164.08,6.75,06:12:00,18:15:00
1474886122,9/26/2016 12:00:00 AM,00:35:22,1.26,48,30.44,49,162.41,5.62,06:12:00,18:15:00
1474885823,9/26/2016 12:00:00 AM,00:30:23,1.17,47,30.44,49,188.58,7.87,06:12:00,18:15:00
1474885523,9/26/2016 12:00:00 AM,00:25:23,1.23,47,30.44,49,163.46,9,06:12:00,18:15:00
1474885225,9/26/2016 12:00:00 AM,00:20:25,1.27,47,30.45,50,123.42,7.87,06:12:00,18:15:00
1474884622,9/26/2016 12:00:00 AM,00:10:22,1.23,47,30.45,51,148.82,6.75,06:12:00,18:15:00
1474884323,9/26/2016 12:00:00 AM,00:05:23,1.28,47,30.45,51,184.32,4.5,06:12:00,18:15:00
1474884021,9/26/2016 12:00:00 AM,00:00:21,1.25,47,30.45,51,147.48,10.12,06:12:00,18:15:00
1474883720,9/25/2016 12:00:00 AM,23:55:20,1.24,48,30.45,51,144.21,6.75,06:12:00,18:16:00
1474883424,9/25/2016 12:00:00 AM,23:50:24,1.28,48,30.45,51,173.47,5.62,06:12:00,18:16:00
1474883122,9/25/2016 12:00:00 AM,23:45:22,1.28,48,30.45,50,155.48,9,06:12:00,18:16:00
1474882826,9/25/2016 12:00:00 AM,23:40:26,1.26,48,30.45,49,145.52,6.75,06:12:00,18:16:00
1474882526,9/25/2016 12:00:00 AM,23:35:26,1.24,48,30.46,49,151.47,7.87,06:12:00,18:16:00
1474882218,9/25/2016 12:00:00 AM,23:30:18,1.21,48,30.46,49,156.26,9,06:12:00,18:16:00
1474881918,9/25/2016 12:00:00 AM,23:25:18,1.24,48,30.46,49,140.68,5.62,06:12:00,18:16:00
1474881622,9/25/2016 12:00:00 AM,23:20:22,1.25,48,30.46,51,154.99,6.75,06:12:00,18:16:00
1474881322,9/25/2016 12:00:00 AM,23:15:22,1.24,48,30.46,50,165.64,6.75,06:12:00,18:16:00
1474881024,9/25/2016 12:00:00 AM,23:10:24,1.2,48,30.46,50,170.62,7.87,06:12:00,18:16:00
1474880721,9/25/2016 12:00:00 AM,23:05:21,1.21,48,30.46,51,135.86,9,06:12:00,18:16:00
1474880426,9/25/2016 12:00:00 AM,23:00:26,1.25,48,30.46,51,170.72,6.75,06:12:00,18:16:00
1474880125,9/25/2016 12:00:00 AM,22:55:25,1.21,48,30.46,51,160.31,6.75,06:12:00,18:16:00
1474879821,9/25/2016 12:00:00 AM,22:50:21,1.22,48,30.46,51,151.2,5.62,06:12:00,18:16:00
1474879524,9/25/2016 12:00:00 AM,22:45:24,1.21,48,30.46,51,161.62,5.62,06:12:00,18:16:00
1474879223,9/25/2016 12:00:00 AM,22:40:23,1.23,48,30.46,51,168.29,4.5,06:12:00,18:16:00
1474878919,9/25/2016 12:00:00 AM,22:35:19,1.26,48,30.47,52,137.72,6.75,06:12:00,18:16:00
1474878621,9/25/2016 12:00:00 AM,22:30:21,1.23,48,30.47,52,170.61,7.87,06:12:00,18:16:00
1474878320,9/25/2016 12:00:00 AM,22:25:20,1.25,48,30.47,53,188.54,6.75,06:12:00,18:16:00
1474878025,9/25/2016 12:00:00 AM,22:20:25,1.22,48,30.47,54,159.32,7.87,06:12:00,18:16:00
1474877720,9/25/2016 12:00:00 AM,22:15:20,1.23,48,30.47,54,133.5,9,06:12:00,18:16:00
1474877420,9/25/2016 12:00:00 AM,22:10:20,1.24,48,30.47,54,164.88,5.62,06:12:00,18:16:00
1474877118,9/25/2016 12:00:00 AM,22:05:18,1.24,48,30.47,54,164.76,9,06:12:00,18:16:00
1474876822,9/25/2016 12:00:00 AM,22:00:22,1.24,48,30.47,53,155.76,5.62,06:12:00,18:16:00
1474876523,9/25/2016 12:00:00 AM,21:55:23,1.23,48,30.47,54,180.76,6.75,06:12:00,18:16:00
1474876220,9/25/2016 12:00:00 AM,21:50:20,1.24,48,30.47,53,171.88,7.87,06:12:00,18:16:00
1474875919,9/25/2016 12:00:00 AM,21:45:19,1.24,48,30.47,53,169.06,7.87,06:12:00,18:16:00
1474875624,9/25/2016 12:00:00 AM,21:40:24,1.23,49,30.47,53,150.56,7.87,06:12:00,18:16:00
1474875318,9/25/2016 12:00:00 AM,21:35:18,1.23,48,30.47,54,157.02,6.75,06:12:00,18:16:00
1474875024,9/25/2016 12:00:00 AM,21:30:24,1.2,48,30.47,54,164.56,6.75,06:12:00,18:16:00
1474874728,9/25/2016 12:00:00 AM,21:25:28,1.25,48,30.47,54,179.96,4.5,06:12:00,18:16:00
1474874421,9/25/2016 12:00:00 AM,21:20:21,1.24,48,30.47,55,128.24,7.87,06:12:00,18:16:00
1474874128,9/25/2016 12:00:00 AM,21:15:28,1.25,48,30.47,57,140.83,5.62,06:12:00,18:16:00
1474873822,9/25/2016 12:00:00 AM,21:10:22,1.25,48,30.47,59,174.3,6.75,06:12:00,18:16:00
1474873524,9/25/2016 12:00:00 AM,21:05:24,1.24,48,30.47,60,157.99,4.5,06:12:00,18:16:00
1474873224,9/25/2016 12:00:00 AM,21:00:24,1.21,48,30.47,61,105.64,6.75,06:12:00,18:16:00
1474872919,9/25/2016 12:00:00 AM,20:55:19,1.24,48,30.47,62,133.7,5.62,06:12:00,18:16:00
1474872622,9/25/2016 12:00:00 AM,20:50:22,1.24,48,30.47,63,135.99,11.25,06:12:00,18:16:00
1474872322,9/25/2016 12:00:00 AM,20:45:22,1.24,48,30.47,64,132.75,3.37,06:12:00,18:16:00
1474872020,9/25/2016 12:00:00 AM,20:40:20,1.2,48,30.47,68,129.58,2.25,06:12:00,18:16:00
1474871722,9/25/2016 12:00:00 AM,20:35:22,1.23,48,30.47,72,124.38,9,06:12:00,18:16:00
1474871420,9/25/2016 12:00:00 AM,20:30:20,1.21,49,30.47,71,108.89,7.87,06:12:00,18:16:00
1474871125,9/25/2016 12:00:00 AM,20:25:25,1.23,49,30.47,68,110.3,3.37,06:12:00,18:16:00
1474870822,9/25/2016 12:00:00 AM,20:20:22,1.22,50,30.46,67,78.54,2.25,06:12:00,18:16:00
1474870520,9/25/2016 12:00:00 AM,20:15:20,1.24,51,30.46,58,110.2,2.25,06:12:00,18:16:00
1474870221,9/25/2016 12:00:00 AM,20:10:21,1.23,51,30.46,49,143.76,4.5,06:12:00,18:16:00
1474869920,9/25/2016 12:00:00 AM,20:05:20,1.24,51,30.46,52,150.31,6.75,06:12:00,18:16:00
1474869619,9/25/2016 12:00:00 AM,20:00:19,1.23,51,30.46,55,169.43,4.5,06:12:00,18:16:00
1474869327,9/25/2016 12:00:00 AM,19:55:27,1.26,51,30.46,56,153.08,4.5,06:12:00,18:16:00
1474869020,9/25/2016 12:00:00 AM,19:50:20,1.25,51,30.46,67,163.67,4.5,06:12:00,18:16:00
1474868722,9/25/2016 12:00:00 AM,19:45:22,1.25,51,30.46,77,163.25,3.37,06:12:00,18:16:00
1474868421,9/25/2016 12:00:00 AM,19:40:21,1.2,51,30.46,82,152.4,5.62,06:12:00,18:16:00
1474868124,9/25/2016 12:00:00 AM,19:35:24,1.25,51,30.46,87,157.29,4.5,06:12:00,18:16:00
1474867824,9/25/2016 12:00:00 AM,19:30:24,1.23,51,30.46,91,167.92,4.5,06:12:00,18:16:00
1474867522,9/25/2016 12:00:00 AM,19:25:22,1.26,51,30.45,93,148.52,4.5,06:12:00,18:16:00
1474867223,9/25/2016 12:00:00 AM,19:20:23,1.2,51,30.45,93,116.87,4.5,06:12:00,18:16:00
1474866921,9/25/2016 12:00:00 AM,19:15:21,1.27,51,30.45,94,99.9,3.37,06:12:00,18:16:00
1474866622,9/25/2016 12:00:00 AM,19:10:22,1.21,51,30.45,93,120.72,0,06:12:00,18:16:00
1474866323,9/25/2016 12:00:00 AM,19:05:23,1.22,51,30.45,93,112.88,3.37,06:12:00,18:16:00
1474866023,9/25/2016 12:00:00 AM,19:00:23,1.23,51,30.45,92,4.18,0,06:12:00,18:16:00
1474865721,9/25/2016 12:00:00 AM,18:55:21,1.22,52,30.45,93,4.18,1.12,06:12:00,18:16:00
1474865421,9/25/2016 12:00:00 AM,18:50:21,1.26,52,30.45,93,4.19,1.12,06:12:00,18:16:00
1474865123,9/25/2016 12:00:00 AM,18:45:23,1.25,52,30.45,91,4.19,0,06:12:00,18:16:00
1474864822,9/25/2016 12:00:00 AM,18:40:22,1.25,53,30.45,90,4.12,2.25,06:12:00,18:16:00
1474864521,9/25/2016 12:00:00 AM,18:35:21,1.23,53,30.45,88,4.11,0,06:12:00,18:16:00
1474864225,9/25/2016 12:00:00 AM,18:30:25,1.2,53,30.45,89,4.11,0,06:12:00,18:16:00
1474863924,9/25/2016 12:00:00 AM,18:25:24,2.01,54,30.45,86,4.12,1.12,06:12:00,18:16:00
1474863621,9/25/2016 12:00:00 AM,18:20:21,3.75,54,30.44,87,2.56,1.12,06:12:00,18:16:00
1474863319,9/25/2016 12:00:00 AM,18:15:19,5.95,55,30.44,85,2.56,3.37,06:12:00,18:16:00
1474863024,9/25/2016 12:00:00 AM,18:10:24,8.3,56,30.44,83,347.73,3.37,06:12:00,18:16:00
1474862721,9/25/2016 12:00:00 AM,18:05:21,15.93,56,30.44,79,355.83,2.25,06:12:00,18:16:00
1474862422,9/25/2016 12:00:00 AM,18:00:22,20.47,56,30.44,79,355.27,3.37,06:12:00,18:16:00
1474862122,9/25/2016 12:00:00 AM,17:55:22,25.21,57,30.44,82,10.43,3.37,06:12:00,18:16:00
1474861821,9/25/2016 12:00:00 AM,17:50:21,36.44,57,30.44,79,359.92,3.37,06:12:00,18:16:00
1474861523,9/25/2016 12:00:00 AM,17:45:23,54.32,58,30.44,75,336.48,3.37,06:12:00,18:16:00
1474861224,9/25/2016 12:00:00 AM,17:40:24,73.97,59,30.44,74,319.07,4.5,06:12:00,18:16:00
1474860922,9/25/2016 12:00:00 AM,17:35:22,96.45,59,30.44,74,347.08,7.87,06:12:00,18:16:00
1474860626,9/25/2016 12:00:00 AM,17:30:26,121.91,60,30.44,49,289.89,5.62,06:12:00,18:16:00
1474860320,9/25/2016 12:00:00 AM,17:25:20,148.72,59,30.44,66,325.28,3.37,06:12:00,18:16:00
1474860019,9/25/2016 12:00:00 AM,17:20:19,175.36,60,30.44,71,346.13,3.37,06:12:00,18:16:00
1474859719,9/25/2016 12:00:00 AM,17:15:19,204.77,60,30.44,70,326.21,4.5,06:12:00,18:16:00
1474859419,9/25/2016 12:00:00 AM,17:10:19,234.15,61,30.44,52,351.64,3.37,06:12:00,18:16:00
1474859118,9/25/2016 12:00:00 AM,17:05:18,262.11,61,30.44,58,280.23,6.75,06:12:00,18:16:00
1474858825,9/25/2016 12:00:00 AM,17:00:25,286.5,61,30.44,72,346.76,6.75,06:12:00,18:16:00
1474858522,9/25/2016 12:00:00 AM,16:55:22,313.25,61,30.44,52,290.48,10.12,06:12:00,18:16:00
1474858224,9/25/2016 12:00:00 AM,16:50:24,334.09,61,30.44,58,319.65,6.75,06:12:00,18:16:00
1474857923,9/25/2016 12:00:00 AM,16:45:23,352.72,61,30.44,74,0.22,3.37,06:12:00,18:16:00
1474857619,9/25/2016 12:00:00 AM,16:40:19,378.5,60,30.44,54,279.05,6.75,06:12:00,18:16:00
1474857321,9/25/2016 12:00:00 AM,16:35:21,396.35,59,30.44,70,4.06,1.12,06:12:00,18:16:00
1474857022,9/25/2016 12:00:00 AM,16:30:22,416.82,59,30.44,81,1.65,3.37,06:12:00,18:16:00
1474856722,9/25/2016 12:00:00 AM,16:25:22,437.53,59,30.44,84,348.17,10.12,06:12:00,18:16:00
1474856423,9/25/2016 12:00:00 AM,16:20:23,458.91,60,30.44,83,7.16,6.75,06:12:00,18:16:00
1474856122,9/25/2016 12:00:00 AM,16:15:22,478.52,59,30.44,81,322.03,2.25,06:12:00,18:16:00
1474855825,9/25/2016 12:00:00 AM,16:10:25,495.85,59,30.44,85,349.59,4.5,06:12:00,18:16:00
1474855522,9/25/2016 12:00:00 AM,16:05:22,554.98,59,30.44,84,0.18,0,06:12:00,18:16:00
1474855219,9/25/2016 12:00:00 AM,16:00:19,555.84,59,30.43,86,336.46,4.5,06:12:00,18:16:00
1474854922,9/25/2016 12:00:00 AM,15:55:22,562.64,59,30.44,84,41.32,4.5,06:12:00,18:16:00
1474854620,9/25/2016 12:00:00 AM,15:50:20,606.87,59,30.44,82,6.2,9,06:12:00,18:16:00
1474854322,9/25/2016 12:00:00 AM,15:45:22,596.82,59,30.44,83,2.56,3.37,06:12:00,18:16:00
1474854022,9/25/2016 12:00:00 AM,15:40:22,691.56,59,30.44,84,36.55,5.62,06:12:00,18:16:00
1474853720,9/25/2016 12:00:00 AM,15:35:20,702.6,60,30.44,85,0.71,6.75,06:12:00,18:16:00
1474853421,9/25/2016 12:00:00 AM,15:30:21,157.22,59,30.44,83,344.89,9,06:12:00,18:16:00
1474853121,9/25/2016 12:00:00 AM,15:25:21,246.06,60,30.44,82,41.55,4.5,06:12:00,18:16:00
1474852821,9/25/2016 12:00:00 AM,15:20:21,396.16,60,30.44,84,0.59,2.25,06:12:00,18:16:00
1474852521,9/25/2016 12:00:00 AM,15:15:21,795.33,60,30.44,83,53.88,5.62,06:12:00,18:16:00
1474852221,9/25/2016 12:00:00 AM,15:10:21,940.88,60,30.44,82,359.89,10.12,06:12:00,18:16:00
1474851922,9/25/2016 12:00:00 AM,15:05:22,265.21,60,30.44,80,1.88,7.87,06:12:00,18:16:00
1474851621,9/25/2016 12:00:00 AM,15:00:21,418.48,60,30.44,79,0.1,0,06:12:00,18:16:00
1474851320,9/25/2016 12:00:00 AM,14:55:20,436.45,60,30.44,81,0.17,9,06:12:00,18:16:00
1474851023,9/25/2016 12:00:00 AM,14:50:23,910.64,60,30.44,79,354.6,2.25,06:12:00,18:16:00
1474850720,9/25/2016 12:00:00 AM,14:45:20,456.79,61,30.44,80,35.03,11.25,06:12:00,18:16:00
1474850422,9/25/2016 12:00:00 AM,14:40:22,1007.71,61,30.45,79,3.9,6.75,06:12:00,18:16:00
1474850119,9/25/2016 12:00:00 AM,14:35:19,1057.91,61,30.45,79,14.89,9,06:12:00,18:16:00
1474849825,9/25/2016 12:00:00 AM,14:30:25,1020.64,62,30.45,77,33.75,6.75,06:12:00,18:16:00
1474849519,9/25/2016 12:00:00 AM,14:25:19,971.11,61,30.45,78,359.91,7.87,06:12:00,18:16:00
1474849221,9/25/2016 12:00:00 AM,14:20:21,1071.84,61,30.45,78,0.14,4.5,06:12:00,18:16:00
1474848924,9/25/2016 12:00:00 AM,14:15:24,1075.29,61,30.45,78,38.77,6.75,06:12:00,18:16:00
1474848623,9/25/2016 12:00:00 AM,14:10:23,883.98,62,30.45,77,28.31,10.12,06:12:00,18:16:00
1474848321,9/25/2016 12:00:00 AM,14:05:21,691.9,62,30.45,78,43.02,7.87,06:12:00,18:16:00
1474848021,9/25/2016 12:00:00 AM,14:00:21,976.45,62,30.45,77,358.16,4.5,06:12:00,18:16:00
1474847719,9/25/2016 12:00:00 AM,13:55:19,586.21,62,30.45,78,11.95,5.62,06:12:00,18:16:00
1474847420,9/25/2016 12:00:00 AM,13:50:20,1040.34,62,30.45,76,50.76,3.37,06:12:00,18:16:00
1474847119,9/25/2016 12:00:00 AM,13:45:19,1005.72,62,30.45,76,31.04,10.12,06:12:00,18:16:00
1474846819,9/25/2016 12:00:00 AM,13:40:19,1018.8,62,30.45,76,352.32,7.87,06:12:00,18:16:00
1474846529,9/25/2016 12:00:00 AM,13:35:29,1022.88,62,30.46,74,43.94,5.62,06:12:00,18:16:00
1474846218,9/25/2016 12:00:00 AM,13:30:18,945.42,63,30.46,72,20.75,9,06:12:00,18:16:00
1474845923,9/25/2016 12:00:00 AM,13:25:23,1063.76,63,30.46,71,359.89,5.62,06:12:00,18:16:00
1474845620,9/25/2016 12:00:00 AM,13:20:20,1042.14,63,30.46,69,18.46,4.5,06:12:00,18:16:00
1474845324,9/25/2016 12:00:00 AM,13:15:24,1050.21,64,30.46,67,0.11,9,06:12:00,18:16:00
1474845024,9/25/2016 12:00:00 AM,13:10:24,1020.82,64,30.46,67,359.92,7.87,06:12:00,18:16:00
1474844720,9/25/2016 12:00:00 AM,13:05:20,1016.24,63,30.46,66,354.61,5.62,06:12:00,18:16:00
1474844423,9/25/2016 12:00:00 AM,13:00:23,1035.95,63,30.46,65,27.04,3.37,06:12:00,18:16:00
1474844122,9/25/2016 12:00:00 AM,12:55:22,1034.82,63,30.47,67,359.92,9,06:12:00,18:16:00
1474843821,9/25/2016 12:00:00 AM,12:50:21,1035.08,63,30.47,62,11.36,7.87,06:12:00,18:16:00
1474843525,9/25/2016 12:00:00 AM,12:45:25,1039.83,63,30.47,61,350.56,11.25,06:12:00,18:16:00
1474843221,9/25/2016 12:00:00 AM,12:40:21,1028.93,63,30.47,60,43.99,11.25,06:12:00,18:16:00
1474842921,9/25/2016 12:00:00 AM,12:35:21,1041.13,63,30.47,56,336.46,4.5,06:12:00,18:16:00
1474842621,9/25/2016 12:00:00 AM,12:30:21,1042.65,63,30.47,54,36.15,6.75,06:12:00,18:16:00
1474842324,9/25/2016 12:00:00 AM,12:25:24,1043.13,63,30.47,52,3.41,7.87,06:12:00,18:16:00
1474842023,9/25/2016 12:00:00 AM,12:20:23,1044.56,63,30.47,54,359.91,7.87,06:12:00,18:16:00
1474841721,9/25/2016 12:00:00 AM,12:15:21,1047.31,64,30.48,49,359.92,5.62,06:12:00,18:16:00
1474841424,9/25/2016 12:00:00 AM,12:10:24,1047.37,64,30.48,48,0.11,5.62,06:12:00,18:16:00
1474841120,9/25/2016 12:00:00 AM,12:05:20,1045.42,64,30.48,46,1.61,11.25,06:12:00,18:16:00
1474840821,9/25/2016 12:00:00 AM,12:00:21,1045.82,64,30.48,43,3.03,11.25,06:12:00,18:16:00
1474840525,9/25/2016 12:00:00 AM,11:55:25,1042.27,64,30.48,46,16.52,5.62,06:12:00,18:16:00
1474840223,9/25/2016 12:00:00 AM,11:50:23,1042.78,65,30.48,46,359.92,6.75,06:12:00,18:16:00
1474839918,9/25/2016 12:00:00 AM,11:45:18,1038.9,64,30.48,42,8.3,6.75,06:12:00,18:16:00
